AP014579.1	3.543863524008119e-06
AP014580.1	0.9998769128432801
AP014581.1	0.999999999861918
AP014720.1	0.8520402252551543
AP014721.1	0.8606931689942563
AP017627.1	0.9956832394662511
AP017628.1	0.9805830126119623
AP017992.1	0.9982460019449088
AP017993.1	0.9927015868878319
AP017994.1	0.8954251227444248
AP017995.1	0.6468263390528864
AP018275.1	0.9979275121559421
AP018276.1	0.25469920623203274
AP018277.1	0.9999910257438815
AP018278.1	2.6823770145035422e-06
AP018279.1	0.5983974600530656
AP018319.1	0.9996015997561031
AP018320.1	0.001497969725305883
AP018321.1	0.9999999999998832
AP018322.1	0.8913187467438319
AP018323.1	0.9266473461411001
AP018324.1	0.3858815250030938
AP018325.1	0.9693642271522654
AP018698.1	0.010668376414554523
AP018700.1	0.9978052995651318
AP018701.1	0.8039192187245461
AP018702.1	0.8974100114563222
AP018703.1	0.6994060029106557
AP018704.1	0.7386627964852892
AP019515.1	0.9999999985823804
AP019666.1	0.9999999999999443
AP019667.1	0.9999999999999907
AP019668.1	0.999999999999998
AP019683.1	0.9509582976220834
AP019696.1	0.7467800047940005
AP019704.1	0.9999995327806479
AP019705.1	0.9999999999999942
AP019707.1	0.9999999439279157
AP019709.1	0.9999998661765835
AP019710.1	0.5991485256010258
AP019756.1	0.05081752698808459
AP019818.1	0.9999999999999998
AP019819.1	0.9999999777852162
AP019820.1	0.8466317987495507
AP019821.1	0.9187026812563177
AP019830.1	0.8339195233460536
AP021850.1	0.9964362323275904
AP021851.1	0.9891755995193648
AP021852.1	0.9845593794854935
AP021907.1	0.19775116535615084
AP022376.1	0.9999999999997353
AP022377.1	1.0
AP022566.1	0.9053111922163061
AP022571.1	0.9999999466750356
AP022578.1	0.9997064019807304
AP022580.1	0.9012213449055466
AP022585.1	0.7358114478713724
AP022593.1	0.00023440464104866967
AP022602.1	0.9999999534406168
AP022607.1	0.7264998213228337
AP022611.1	0.862900068816031
AP022622.1	0.999999998097481
AP022623.1	0.8745432420735711
CP000313.1	0.29652400865449235
CP000314.1	0.9393590076693413
CP000385.1	0.9999999961367558
CP000522.1	0.9960019113497713
CP000523.1	0.9370172729122711
CP000617.1	0.9983734866730679
CP000618.1	0.9999900443181841
CP000619.1	0.9999999999999971
CP000620.1	0.9999999999262459
CP000621.1	0.9999912695232671
CP000662.1	0.9997869933433514
CP000663.1	0.9999999495041169
CP000664.1	0.9999999970816107
CP000665.1	0.9816952601776903
CP000666.1	0.9631688613876425
CP000876.1	0.0474850550076126
CP000877.1	0.9975012566762537
CP001770.1	0.9954122777291277
CP001771.1	0.9949313829642328
CP001772.1	0.6567662184844648
CP001773.1	0.5037474528885628
CP001774.1	0.9917755361142009
CP001775.1	0.9985968446657412
CP001776.1	0.7504622869634766
CP001777.1	0.9988680612642248
CP001979.1	0.9814589167063654
CP001980.1	0.9999999813481965
CP002030.1	0.865340650005403
CP002035.1	0.8013401821915619
CP002036.1	0.9789455612324989
CP002037.1	0.9999999749844828
CP002294.1	4.8786732668183085e-05
CP002492.1	0.3512022496064729
CP002493.1	0.9521436865419746
CP002494.1	0.9999751500871911
CP002509.1	1.0
CP002510.1	1.0
CP002523.1	0.9931128620621477
CP002524.1	0.9999999998740263
CP002860.1	0.988237725060443
CP002861.1	0.9998357376331745
CP002862.1	4.4587419575591544e-10
CP002863.1	0.29518846586677966
CP002864.1	0.05754257391437323
CP002962.1	0.9999999907527414
CP002963.1	0.031710508814288066
CP002964.1	0.9984644298090999
CP002965.1	0.21920449553827964
CP002966.1	0.19448314792599444
CP003090.1	0.00184214099899948
CP003091.1	0.9924066982429582
CP003092.1	0.9997986563173882
CP003180.1	1.2351649253685878e-17
CP003185.1	0.9999329093912549
CP003352.1	0.9999598930084125
CP003353.1	0.47179311184964773
CP003354.1	0.5234625447903927
CP003669.1	0.8121934826204262
CP003670.1	0.971644006200017
CP003671.1	0.9967656700712337
CP003672.1	0.823866490813578
CP003673.1	0.9903957323891257
